t Successful1 Successful2 Successful3 Successful4 Successful5 Successful6 Successful7 Successful8 Successful9 Successful10 Successful11 Successful12 Successful13 Successful14 Successful15 Successful16 Successful17 Successful18 Successful19 Successful20 Successful21 Failed1 Successful22 Successful23 Successful24 Successful25 Successful26 Successful27 Successful28 Successful29 Successful30 Successful31 Successful32 Failed2 Successful33 Successful34 Successful35 Successful36 Successful37 Successful38 Successful39 Successful40 Successful41 Successful42 Successful43 Failed3 Successful44 Successful45 Successful46 Successful47 
10.0000000000 -11.0463280659 -11.2793241119 -10.9742919108 -11.1782282463 -10.6436482166 -10.9133525596 -11.3105198212 -10.4479938835 -3.8555662001 -11.1362092256 -10.9762439671 -4.2257705220 -11.5805182308 -12.0712707879 -11.1049174314 -11.0603992950 -4.8168588307 -10.8800577743 -11.0678282099 -3.6457840793 -10.9911650290 -11.6774089058 -11.3905918257 -11.7361831803 -10.6766888187 -11.2885026803 -10.8345950891 -11.2531376850 -11.2709868016 -11.6800544506 -11.0258946019 -11.5831824231 -11.4610505351 -10.8548420540 -11.4940886968 -11.1553199108 -10.5131779216 -10.4657596759 -3.9218487829 -11.7537928751 -10.4953029509 -10.3744409724 -11.4663684259 -10.6900942558 -11.2069867489 -11.4488851643 -11.2826997216 -11.1799720504 -11.2279367680 -11.5012297707 
11.0000000000 -10.9748492277 -11.1114807885 -11.0948985958 -11.0835182216 -11.0873906987 -10.8240819354 -11.1566824414 -10.0449827767 -3.8885175451 -11.6847681343 -10.9275362211 -4.1481945739 -11.6667288190 -11.0737783278 -10.6112985401 -11.2032646025 -4.1900667625 -11.4075806954 -10.5496761054 -3.6333888539 -11.3577949171 -10.7694700428 -10.2914648466 -11.6947533964 -10.8610487963 -11.4301893946 -10.2633765865 -10.9637009132 -11.2522442152 -10.8818280278 -11.1709224711 -10.6635992467 -10.4616264372 -9.7730991772 -12.0035681962 -10.7996294219 -10.8032437402 -10.4922089435 -2.9392871092 -11.0364052034 -11.0035952325 -11.1016110362 -11.5838753067 -10.6397101795 -10.7891146515 -11.2793729357 -10.7972640511 -11.5074420327 -11.0867034116 -11.4634614715 
12.0000000000 -9.8870318455 -10.9012608131 -10.3932582729 -10.2476130346 -10.7229605829 -10.3736991666 -10.2903800249 -10.2695403187 -3.4909851053 -11.6021717883 -10.5845271509 -3.5783953523 -11.1635443541 -10.4349014351 -10.4830766823 -10.5120997786 -3.6154678123 -10.6171765495 -11.1958956077 -4.3280040345 -10.3990098946 -9.3870888996 -10.3953765642 -10.8796542693 -10.2090420272 -10.9159670044 -10.3564535935 -10.9452690119 -10.0447328186 -10.3543855934 -10.4567810505 -10.6232186355 -10.5770019312 -10.5123854696 -11.0094195149 -11.3339038940 -10.9046521375 -11.0630786854 -3.8009519277 -10.9269235732 -11.2368891885 -10.9708354261 -10.6040331669 -9.8172746740 -11.2065114320 -11.0866116570 -9.7292986650 -11.1946551802 -10.4004477397 -10.6903227715 
13.0000000000 -9.8228148191 -10.5351460346 -10.0889385789 -10.5452694262 -10.0523835048 -10.4987198141 -9.7684431515 -10.4361627958 -2.9273118066 -11.3628163663 -10.5070028376 -3.6929501968 -10.4715937713 -10.0562891146 -9.8949587615 -10.6249954162 -3.0540777540 -10.2714099109 -10.2870402452 -4.4138937453 -10.1193431256 -8.7488850573 -9.8019267283 -10.5196192659 -10.6432848194 -10.2917166041 -10.8515355292 -10.2919120800 -10.2038805386 -10.4437109888 -9.9087955029 -10.7652289068 -10.6372241186 -10.1440636795 -10.3202357126 -10.4270963340 -10.3955245535 -9.9208873779 -3.9477523016 -9.8098824550 -11.2762981318 -10.3509119037 -9.5537543100 -9.7021797652 -10.5595020147 -10.6143208250 -9.8019850785 -9.9154049707 -10.5564733724 -10.5894886312 
14.0000000000 -8.9810290446 -9.1741939292 -9.0578848141 -9.3439663978 -8.9770732839 -10.0852098847 -9.2057592181 -9.2107866264 -3.3048212473 -9.7625710652 -9.2430381789 -3.0920249808 -9.3397088408 -9.0449226658 -8.8362762575 -9.2555033922 -3.4584979406 -9.5923264792 -10.1428299657 -3.7401289858 -9.1902046700 -8.7151448769 -9.0436679567 -9.6747262238 -10.2092512888 -9.2815559016 -8.8125403497 -9.5853848542 -9.2781199445 -9.4815274165 -8.6255924078 -9.2746182031 -9.8781123832 -9.4364338891 -8.8173031412 -8.9988627635 -9.9372361842 -9.1992064065 -3.6980818844 -9.6219137048 -9.9852458352 -9.2605504170 -8.4988230351 -8.4314168168 -8.6689693781 -8.8145390975 -8.8224001204 -9.3141810154 -9.7644382890 -8.6634649075 
15.0000000000 -6.3523250084 -6.3620933041 -6.5895749226 -6.4074755303 -5.9876457595 -7.1335671354 -6.2501578536 -5.7758927823 -3.1452953548 -6.0890484329 -5.8168740062 -3.0551642147 -5.4865246299 -6.6613337155 -5.7051036913 -6.3379904990 -3.5387392401 -5.8168933338 -5.7660822705 -3.6696693327 -6.0962737563 -5.7715939581 -7.5081639691 -5.5591397505 -6.6678212825 -6.4308744975 -6.0736167420 -5.6719983890 -6.5508340087 -6.2402337263 -5.8319312172 -6.6110454675 -6.9812605280 -6.2710731062 -5.7996973457 -6.2312926830 -6.7581344454 -6.5656009325 -3.6854695303 -6.2452612013 -7.2436659917 -6.8073487231 -6.3352022574 -5.8495454868 -5.4415831500 -6.7775932258 -5.9046930389 -5.7722267151 -5.7920998556 -6.3895641357 
16.0000000000 -2.2571779617 -2.3928441252 -2.2753166633 -2.3865125856 -2.8383541023 -3.1794257504 -2.3125715365 -1.7475488525 -2.3743375227 -1.5503609000 -2.4318510406 -0.6920840236 -1.7836173093 -3.1943733240 -2.0314000471 -2.5337265281 -2.4836856255 -1.9241511532 -2.1091136938 -2.1244507135 -2.5972728257 -2.9478132017 -3.6901184281 -2.3665080429 -2.5571263376 -2.1089932861 -3.1692213401 -1.9981195230 -2.9806876301 -2.0622553363 -1.2920640725 -2.5845401260 -2.8577679288 -2.5819845651 -1.7960467965 -2.7900601512 -3.0600822266 -4.2741080832 -2.5612116104 -1.9363083371 -2.0536202530 -3.2194253336 -3.0677041328 -2.4327070488 -1.9604553699 -3.4813111518 -2.3180953110 -2.3194884782 -2.2868598158 -2.3177413310 
17.0000000000 1.3404265855 0.6593019097 0.7216446295 1.0768718948 -0.0750776667 1.2078834738 0.8629647123 0.7616647144 -1.0856121957 0.7701227788 0.3733840475 1.3601591677 0.5757253432 -0.0314889542 0.2882619810 0.5495122247 -0.3304849676 0.9066279808 0.8600549678 -0.9337578768 -0.0692750795 -0.2218741786 -0.9888902790 0.8125075871 0.2689449680 0.1284326815 0.6610802193 1.0607578433 0.6104817195 0.1614473758 0.5860377003 0.8591246994 0.6420337620 0.5510350299 1.0407037609 -0.0396467774 0.0195813097 -0.8255363079 -0.8210379820 1.5544541128 0.8917851419 0.0526885384 0.5932000488 0.6709517855 0.6928372956 0.3190629318 -0.1361019767 1.5299810956 0.5216649584 0.6269194552 
18.0000000000 2.4708715710 2.3169137137 1.6881915768 1.4951301491 2.1047329873 2.5568998001 1.9645225912 2.5271645265 -0.1053485099 1.8433608468 1.6545596988 2.0178651929 2.0008542743 1.7019936195 2.4190060738 2.0975598196 0.5381635730 2.2933576782 2.6694465927 -0.0976017846 1.5637543271 1.1458391509 1.0275016839 2.6962022685 2.5677514151 1.8224965437 1.9357607523 2.5390498635 1.9754737741 1.6412445130 1.8692161954 1.3311090938 1.5524523114 2.2724516613 2.3475634675 1.2388235935 1.8277369824 1.6888996304 0.0784990343 3.0546730242 1.8526181953 2.2377427572 2.4975107613 1.7081467786 2.0425722924 1.6405643679 1.6709114326 2.4808608163 2.2687027274 2.3543495632 
19.0000000000 1.8871074766 2.8850004690 2.9214084899 2.9857919439 2.6118757406 3.4401807968 2.7323521073 2.9491340950 0.3877253132 2.9204514065 3.0751121053 1.5424885597 2.2887253981 2.3119940253 2.4557284451 2.0381759291 0.3170548780 2.1197839407 3.3919992177 0.0765777161 2.3424780014 2.5739214790 2.3329983708 2.0931844335 2.5561809872 1.9174757100 2.6894295447 3.0393204711 2.7795521901 2.4033605171 2.2227087269 1.6060373163 2.4902193485 2.7612139090 2.4630927515 2.6312960451 2.4028497135 2.9253691032 0.9605003148 3.1190418802 2.4462953352 2.2876562417 2.4987800088 1.8333202584 2.2524633697 2.9092303184 1.3368123240 2.9139257168 1.9696788578 2.3602397147 
20.0000000000 2.2173617926 2.2523019937 2.5739668774 2.0049870061 1.5946965526 2.4645148937 1.8256791881 2.2799813894 1.3349914378 1.9735355594 2.1529336193 1.5075797766 2.5308017942 1.5250284532 2.2680132836 2.1378880422 0.6848835373 1.6747204870 2.6718849949 0.7831761692 1.5499663892 2.6405986903 2.2698169493 1.8730429272 1.9707664362 2.1305071573 1.6645277352 1.9331471278 2.5605605438 2.2982357741 2.0888605649 1.5302452000 2.1700362625 2.2168289421 1.7897305881 2.4262132372 1.9394250028 2.5099490565 1.1081221374 2.3994371053 2.4458398973 1.9851098986 1.3334437172 0.7933393734 1.7864985788 1.9330896718 1.9798171047 1.3615021322 1.6271907824 1.9698805588 
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
