t Successful1 Successful2 Successful3 Successful4 Successful5 Successful6 Successful7 Successful8 Successful9 Successful10 Successful11 Successful12 Successful13 Successful14 Successful15 Successful16 Successful17 Successful18 Successful19 Successful20 Successful21 Failed1 Successful22 Successful23 Successful24 Successful25 Successful26 Successful27 Successful28 Successful29 Successful30 Successful31 Successful32 Failed2 Successful33 Successful34 Successful35 Successful36 Successful37 Successful38 Successful39 Successful40 Successful41 Successful42 Successful43 Failed3 Successful44 Successful45 Successful46 Successful47 
10.0000000000 -3.4159478543 -3.7878427637 -3.5880497658 -3.7794622671 -3.1598675895 -3.4398084784 -3.9655381487 -3.0027793838 -3.6300009917 -3.5638931544 -3.4879337375 -3.8838709548 -4.2020697472 -4.0901455377 -3.5647154121 -3.5743882883 -4.3997850946 -3.4220541631 -3.4302187324 -3.4337794829 -3.2548276326 -4.1011617790 -3.9888907773 -4.1041897436 -3.1298172609 -3.7576967624 -3.2348804414 -3.6846414737 -3.3537551015 -4.0509337975 -3.3087978663 -4.0918084811 -4.0245185657 -3.4044239910 -4.0476482875 -3.7290146465 -3.1249250794 -3.1060815036 -3.9600250550 -4.2336121932 -3.0753891509 -2.9792509104 -3.8497170994 -3.3213980861 -3.7363229429 -3.9663871746 -3.7002317416 -3.8320664357 -3.7119599343 -3.6090798110 
11.0000000000 -3.3863094690 -3.7842862926 -3.7874272096 -3.8279364200 -3.7536374956 -3.5895241456 -3.4194602972 -2.7929449305 -3.6823565694 -4.1073806765 -3.3409849050 -3.8946405168 -4.2663796104 -3.6823005674 -3.2373523509 -3.6182522529 -3.9714116139 -4.0548949204 -3.1539391872 -3.5967470766 -3.8441605626 -3.1290440179 -2.9538272133 -4.1605363709 -3.4924152187 -4.1125300013 -2.9198505727 -3.4674824223 -3.8546392940 -3.4711962884 -3.8424064243 -3.4124566762 -3.0622539298 -2.4990212198 -4.4098412135 -3.5757453806 -3.5428146872 -3.2196179546 -2.9835017213 -3.3115654947 -3.5963341430 -3.7265403736 -4.1187694706 -3.2519769863 -3.3814140228 -3.7105415343 -3.0648788934 -3.8333443237 -3.6588039780 -3.9715968193 
12.0000000000 -2.8323479559 -3.8313005855 -3.4555353313 -3.0787212142 -3.6583293702 -3.4294457433 -3.0945135131 -3.2085602014 -3.2606460814 -4.4881647332 -3.4969129764 -3.3711280268 -3.9506050795 -3.5573795012 -3.4042470520 -3.4217450583 -3.5358805253 -3.7007258191 -4.0647583135 -4.3071700203 -3.0720680957 -2.3664166908 -3.2812378903 -3.6091692985 -3.1580629848 -3.4672479504 -3.2608009661 -3.7855255764 -3.1047934768 -3.2937877202 -3.5399444564 -3.3357613303 -3.7100008349 -3.2297058531 -4.0202764747 -4.1853043967 -3.6425745681 -3.8841341164 -3.8110047080 -3.6603250406 -4.1159664779 -3.7541939607 -3.0087957080 -2.5523202955 -3.7104985189 -3.7711917187 -2.6634511747 -4.1059799076 -3.4124828907 -3.6866956105 
13.0000000000 -3.3502464390 -4.0028000917 -3.4756740363 -3.9188147468 -3.5980361655 -3.5048486933 -3.1645575957 -3.8574003235 -2.7284690206 -4.7271611424 -4.0786484084 -3.6757984550 -3.6804053761 -3.6400198259 -3.3260938656 -4.1262535473 -3.1383084926 -3.7536827032 -3.7910059725 -4.3812389819 -3.5390648878 -2.2694487477 -3.4869887541 -3.3570904231 -4.1011924999 -3.5324851861 -4.2440932739 -3.6026404045 -3.4967303237 -3.5919945820 -3.4332866843 -3.9507430533 -4.0817565287 -3.4285032664 -3.7893512023 -3.7205599407 -3.8434067537 -3.5966091166 -3.8712958451 -3.0977551937 -4.6824275004 -3.8283278822 -2.8092658206 -2.7625986978 -3.7731630174 -3.9834409781 -3.3361738611 -3.2927546277 -3.9254816091 -4.0611033396 
14.0000000000 -3.3580454543 -3.6692306686 -3.4181805921 -3.8541284506 -3.6515466719 -4.0117299223 -3.7670627786 -3.6425441152 -3.1840246444 -4.1464422133 -3.6175670514 -3.2980523971 -3.7633210976 -3.7402235746 -3.4361119192 -3.9900936333 -3.4687204677 -4.0758153972 -4.8396473282 -3.6639242954 -3.9020731149 -3.1487990602 -3.6895481952 -3.5587616897 -4.6631453503 -3.8557270471 -3.3559228549 -4.0230951700 -3.4253025163 -4.1024600744 -3.0815184953 -3.8303388089 -3.9347728332 -4.0508588066 -3.1031822403 -3.4650394082 -4.4723529749 -4.0144720677 -3.5967286218 -4.1780952364 -4.5800819836 -3.8713554162 -3.2422045572 -3.1507458855 -3.3000184837 -3.4316210808 -3.4304528157 -3.7231741420 -3.9933045535 -3.2652127590 
15.0000000000 -3.2847504798 -3.5785721893 -3.9482360886 -3.6822551821 -3.3418886641 -4.1549529233 -3.4300980481 -2.9606929438 -3.1465446284 -3.4595038640 -3.5172810816 -2.6141627119 -2.7535239465 -3.7817935839 -3.2078490218 -3.6441055558 -3.3054153211 -3.2205997237 -3.2620728842 -3.5345373727 -3.3285888218 -3.0148925855 -4.2616513084 -2.7456354899 -3.9662555302 -3.6312334905 -3.1844233925 -3.0644665208 -3.7080481164 -3.5922828882 -3.2104982876 -4.1515456199 -4.1651046734 -3.6985335500 -3.0710698624 -3.7050414869 -3.6967510469 -3.3700763914 -3.4485695774 -3.7308282264 -4.3516914363 -3.5124192394 -3.8372666445 -3.1419220906 -2.9358417903 -3.9187667145 -3.2822597374 -3.1645041502 -2.9692059238 -3.6581816650 
16.0000000000 -1.6505016928 -2.0820105627 -2.2418406264 -2.1476520586 -2.6012201159 -2.9603773909 -1.9166110434 -1.4386334054 -2.4500281203 -1.5128981323 -2.1297513547 -1.8958159597 -1.5808241576 -2.6281685698 -2.0437931889 -2.1984321627 -2.1639775032 -1.8702852642 -2.0415782188 -1.9946078996 -2.1808050334 -2.7114631611 -2.6853396440 -2.3977749243 -2.3864308983 -1.7368400630 -2.6883661979 -1.9533657468 -2.8117676018 -1.8557682230 -1.2224529784 -2.6621635764 -2.7807600145 -2.4741054275 -1.6905875325 -2.8415689281 -2.3559189609 -3.2188107522 -2.3177517953 -1.9410437980 -1.5517276696 -2.1799817282 -2.9743411811 -2.0880884903 -1.9328748184 -6.8220519141 -2.1549634952 -2.2870210468 -2.0951939876 -2.0090107801 
17.0000000000 0.2885610179 -0.6067271279 -0.8196398229 -0.2477416290 -1.3542577416 -0.2945221861 -0.3143225300 -0.5258651076 -1.1832604084 -0.7589023645 -0.6136421156 -0.4692932510 -0.8004439697 -1.0231468527 -1.2262019051 -0.6309360663 -0.0548587600 -0.5811225296 -0.5545545465 -0.8460413947 -1.1884779103 -1.5686399493 -1.6305854562 -0.9162419151 -1.1300904125 -1.0675527326 -0.4473241055 -0.4455813685 -0.8755937791 -1.1588898798 -0.8963276351 -0.7174856947 -0.9475494622 -0.8522458248 -0.4593756859 -1.6223589051 -0.9018364840 -1.3709645022 -0.6466801942 0.0396382286 -0.1909392329 -0.5729924648 -0.7841894818 -0.5056181262 -0.7747528033 -5.7391959660 -1.4974905970 0.0075552174 -0.9229058239 -0.6105603111 
18.0000000000 0.7394405718 0.4845758274 -0.3355638335 -0.3701837480 0.2995184980 0.4723434266 0.1964728804 0.6680264897 -0.1868768279 -0.1668495002 0.1901658753 0.3618162103 0.0901582766 0.0731154989 0.4576389070 0.3618004221 0.7046527695 0.3269624812 0.7899329390 -0.0614760462 -0.1410900282 -0.7467663754 -0.4095693169 0.4675880445 0.6465881570 0.0444235716 0.2063220446 0.5539566224 -0.0577763910 -0.1990861873 -0.0996253971 -0.6719103483 -0.5602106286 0.3834590675 0.3341846282 -0.7877969064 0.2073958912 0.3466645792 0.1590882695 1.0882536513 0.1439409580 0.8006912898 0.6508866005 -0.0281652416 0.1181568329 -4.2307277418 -0.1967728633 0.4822267158 0.2757612134 0.5603875365 
19.0000000000 0.2673665182 1.2625786393 1.2152971280 1.3556519919 1.0326049496 1.6317009071 1.1402598286 1.3047725403 0.3403274275 1.2245930415 1.7636158326 0.4872963335 0.6305221888 0.7894472076 0.8146294599 0.4899576870 0.3681151089 0.4561204909 1.7973971766 0.0709112868 0.7977020380 0.9215937572 0.8498231761 0.2332356437 0.8980899799 0.3235720947 1.1062018197 1.3625027848 1.0279722746 0.8031329601 0.5526338579 -0.0519217220 0.6975074610 1.1474920500 0.7457479286 0.9463166719 0.8492569711 1.5077204532 0.9606516478 1.4715862259 0.8746495515 0.7948979361 0.9246023181 0.2820565790 0.6312773317 -1.0884940856 -0.2743440885 1.2291569132 0.2455973590 0.7705769398 
20.0000000000 1.1505571462 1.2425563469 1.5702753531 1.0049934067 0.6247732178 1.3642248612 0.8167890523 1.2577941904 1.3222911771 0.9750458930 1.3266247589 1.1294592721 1.5215552207 0.5230444627 1.3114049029 1.1666599659 0.6513683195 0.6917951205 1.7266105336 0.7541343680 0.5646642499 1.6281359678 1.2039317967 0.7922780347 0.9679460816 1.1252762406 0.6439949173 0.9443400802 1.5034567526 1.3221383702 1.0990681907 0.5767101155 1.1071085727 1.2523860816 0.7652096218 1.4517123519 0.8919590924 1.4723468422 1.0599653292 1.4375963785 1.4279067210 0.9067549817 0.3949872158 -0.1815161976 0.8336060051 0.2588232125 1.0059243460 0.3704831477 0.5816497423 0.9796961675 
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
                                                                                                      
